,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
476,d90f8e9f-d1e4-426e-a7f5-7a22f463e371,Quebec,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Not very connected,Small country refuses to chart an independent path.,small country refuse chart independent path,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",NEGATIVE,Identity & Cultural Pride, proud,1
476,d90f8e9f-d1e4-426e-a7f5-7a22f463e371,Quebec,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Not very connected,Small country refuses to chart an independent path.,small country refuse chart independent path,16,Nation & Independent & Proud & Strong,"nation, independent, proud, strong",NEGATIVE,Miscellaneous / Other, strong,1
477,2a5d906e-81b7-4b89-a0c2-ff72d410b551,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,No idea,idea,3,Idea & Clue & Question & Fucking,"idea, clue, question, fucking",NEUTRAL,Miscellaneous / Other,idea,1
477,2a5d906e-81b7-4b89-a0c2-ff72d410b551,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,No idea,idea,3,Idea & Clue & Question & Fucking,"idea, clue, question, fucking",NEUTRAL,Miscellaneous / Other, clue,1
477,2a5d906e-81b7-4b89-a0c2-ff72d410b551,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,No idea,idea,3,Idea & Clue & Question & Fucking,"idea, clue, question, fucking",NEUTRAL,Miscellaneous / Other, question,1
477,2a5d906e-81b7-4b89-a0c2-ff72d410b551,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,No idea,idea,3,Idea & Clue & Question & Fucking,"idea, clue, question, fucking",NEUTRAL,Miscellaneous / Other, fucking,1
478,27ce1f1b-1eee-4efa-b627-86612ce42ab3,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Somewhat connected,We stood strong in doing what is and was right,stood strong wa right,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other,free,1
478,27ce1f1b-1eee-4efa-b627-86612ce42ab3,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Somewhat connected,We stood strong in doing what is and was right,stood strong wa right,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, strong,1
478,27ce1f1b-1eee-4efa-b627-86612ce42ab3,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Somewhat connected,We stood strong in doing what is and was right,stood strong wa right,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, contribute,1
478,27ce1f1b-1eee-4efa-b627-86612ce42ab3,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Somewhat connected,We stood strong in doing what is and was right,stood strong wa right,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, multitude,1
479,65691c08-bb38-4d71-81e2-2094e2a1cfcd,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Building a better future,building better future,14,Future & Bright & Hope & Building,"future, bright, hope, building",POSITIVE,Hope & Future Outlook,future,1
479,65691c08-bb38-4d71-81e2-2094e2a1cfcd,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Building a better future,building better future,14,Future & Bright & Hope & Building,"future, bright, hope, building",POSITIVE,Emotional & Aesthetic Values, bright,1
479,65691c08-bb38-4d71-81e2-2094e2a1cfcd,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Building a better future,building better future,14,Future & Bright & Hope & Building,"future, bright, hope, building",POSITIVE,Hope & Future Outlook, hope,1
479,65691c08-bb38-4d71-81e2-2094e2a1cfcd,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Building a better future,building better future,14,Future & Bright & Hope & Building,"future, bright, hope, building",POSITIVE,Growth & Prosperity, building,1
480,c42cebcc-a52e-44d2-8ed1-3af6ab29cd30,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Healing our environment and our people and building a strong future of people helping people.,healing environment people building strong future helping,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
480,c42cebcc-a52e-44d2-8ed1-3af6ab29cd30,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Healing our environment and our people and building a strong future of people helping people.,healing environment people building strong future helping,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
480,c42cebcc-a52e-44d2-8ed1-3af6ab29cd30,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Healing our environment and our people and building a strong future of people helping people.,healing environment people building strong future helping,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
480,c42cebcc-a52e-44d2-8ed1-3af6ab29cd30,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Healing our environment and our people and building a strong future of people helping people.,healing environment people building strong future helping,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
481,02bbf113-fbb6-4eff-a93c-5c65949182e5,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I don’t know.,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other,know,1
481,02bbf113-fbb6-4eff-a93c-5c65949182e5,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I don’t know.,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other, dont,1
481,02bbf113-fbb6-4eff-a93c-5c65949182e5,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I don’t know.,dont know,6,Know & Dont & Honestly,"know, dont, honestly, ",NEUTRAL,Miscellaneous / Other, honestly,1
482,5cc602d5-ebb4-405a-b2b4-7d5ccda1cbed,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),A little connected,Beware of so-called ally,beware called ally,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other,together,1
482,5cc602d5-ebb4-405a-b2b4-7d5ccda1cbed,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),A little connected,Beware of so-called ally,beware called ally,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, reconciliation,1
482,5cc602d5-ebb4-405a-b2b4-7d5ccda1cbed,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),A little connected,Beware of so-called ally,beware called ally,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, difference,1
482,5cc602d5-ebb4-405a-b2b4-7d5ccda1cbed,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),A little connected,Beware of so-called ally,beware called ally,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, let,1
483,ee1fc669-e428-4159-a7ec-2a2a45321508,Alberta,Urban (big city or downtown area),11–20 years,Gen Z (born ~1997–2012),Somewhat connected,too many immigrants,many immigrant,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
483,ee1fc669-e428-4159-a7ec-2a2a45321508,Alberta,Urban (big city or downtown area),11–20 years,Gen Z (born ~1997–2012),Somewhat connected,too many immigrants,many immigrant,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
483,ee1fc669-e428-4159-a7ec-2a2a45321508,Alberta,Urban (big city or downtown area),11–20 years,Gen Z (born ~1997–2012),Somewhat connected,too many immigrants,many immigrant,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
483,ee1fc669-e428-4159-a7ec-2a2a45321508,Alberta,Urban (big city or downtown area),11–20 years,Gen Z (born ~1997–2012),Somewhat connected,too many immigrants,many immigrant,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
484,7e3a1b41-1e75-4321-8608-dad79f260d69,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Not just little USA.,little u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity,nation,1
484,7e3a1b41-1e75-4321-8608-dad79f260d69,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Not just little USA.,little u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity, country,1
484,7e3a1b41-1e75-4321-8608-dad79f260d69,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Not just little USA.,little u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, culture,1
484,7e3a1b41-1e75-4321-8608-dad79f260d69,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Not just little USA.,little u,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, resource,1
485,01bd246b-49aa-4b06-83cc-aa2c3dbddbf6,Nova Scotia,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Embrace,embrace,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other,together,1
485,01bd246b-49aa-4b06-83cc-aa2c3dbddbf6,Nova Scotia,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Embrace,embrace,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, reconciliation,1
485,01bd246b-49aa-4b06-83cc-aa2c3dbddbf6,Nova Scotia,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Embrace,embrace,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, difference,1
485,01bd246b-49aa-4b06-83cc-aa2c3dbddbf6,Nova Scotia,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Very connected,Embrace,embrace,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, let,1
486,6cdf8ae4-4f84-41ec-9849-568c63fe871c,Manitoba,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"The story of a country who's people value freedom and equal opportunities for all. The people of Canada show a remarkable level of resilience when challenged by division and hate, choosing unity over division time and time again. No matter the adversity Canada stands, as always, true north strong and free. ",story country people value freedom equal opportunity canada show remarkable level residence challenged division hate choosing unity time matter adversity stand always true north strong free,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
486,6cdf8ae4-4f84-41ec-9849-568c63fe871c,Manitoba,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"The story of a country who's people value freedom and equal opportunities for all. The people of Canada show a remarkable level of resilience when challenged by division and hate, choosing unity over division time and time again. No matter the adversity Canada stands, as always, true north strong and free. ",story country people value freedom equal opportunity canada show remarkable level residence challenged division hate choosing unity time matter adversity stand always true north strong free,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
486,6cdf8ae4-4f84-41ec-9849-568c63fe871c,Manitoba,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"The story of a country who's people value freedom and equal opportunities for all. The people of Canada show a remarkable level of resilience when challenged by division and hate, choosing unity over division time and time again. No matter the adversity Canada stands, as always, true north strong and free. ",story country people value freedom equal opportunity canada show remarkable level residence challenged division hate choosing unity time matter adversity stand always true north strong free,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
486,6cdf8ae4-4f84-41ec-9849-568c63fe871c,Manitoba,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,"The story of a country who's people value freedom and equal opportunities for all. The people of Canada show a remarkable level of resilience when challenged by division and hate, choosing unity over division time and time again. No matter the adversity Canada stands, as always, true north strong and free. ",story country people value freedom equal opportunity canada show remarkable level residence challenged division hate choosing unity time matter adversity stand always true north strong free,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
487,abc69ee4-5559-47c1-9305-dbb043eea34f,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada-a lot of space left to fill,canada lot space left fill,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
487,abc69ee4-5559-47c1-9305-dbb043eea34f,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada-a lot of space left to fill,canada lot space left fill,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
487,abc69ee4-5559-47c1-9305-dbb043eea34f,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada-a lot of space left to fill,canada lot space left fill,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
487,abc69ee4-5559-47c1-9305-dbb043eea34f,Quebec,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada-a lot of space left to fill,canada lot space left fill,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
488,b2712eed-d44b-49e3-abeb-0464ca87a3da,Alberta,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,"Working towards tomorrow, without forgetting yesterday",working towards tomorrow without forgetting yesterday,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Miscellaneous / Other,better,1
488,b2712eed-d44b-49e3-abeb-0464ca87a3da,Alberta,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,"Working towards tomorrow, without forgetting yesterday",working towards tomorrow without forgetting yesterday,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Hope & Future Outlook, tomorrow,1
488,b2712eed-d44b-49e3-abeb-0464ca87a3da,Alberta,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,"Working towards tomorrow, without forgetting yesterday",working towards tomorrow without forgetting yesterday,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Miscellaneous / Other, today,1
488,b2712eed-d44b-49e3-abeb-0464ca87a3da,Alberta,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,"Working towards tomorrow, without forgetting yesterday",working towards tomorrow without forgetting yesterday,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Growth & Prosperity, improving,1
489,52cb8836-a5a1-4422-9b62-91188b26159c,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),Very connected,"The best country you knew, better than ever before. ",best country knew better ever,12,Best & World & Live & Greatest,"best, world, live, greatest",POSITIVE,Miscellaneous / Other,best,1
489,52cb8836-a5a1-4422-9b62-91188b26159c,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),Very connected,"The best country you knew, better than ever before. ",best country knew better ever,12,Best & World & Live & Greatest,"best, world, live, greatest",POSITIVE,Miscellaneous / Other, world,1
489,52cb8836-a5a1-4422-9b62-91188b26159c,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),Very connected,"The best country you knew, better than ever before. ",best country knew better ever,12,Best & World & Live & Greatest,"best, world, live, greatest",POSITIVE,Miscellaneous / Other, live,1
489,52cb8836-a5a1-4422-9b62-91188b26159c,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),Very connected,"The best country you knew, better than ever before. ",best country knew better ever,12,Best & World & Live & Greatest,"best, world, live, greatest",POSITIVE,Miscellaneous / Other, greatest,1
490,f30ab918-d3a2-4032-9ae8-994cecd04e59,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,"I don’t think that Canadian history, or the Canadian story, needs to be rewritten. I think it just needs to be interpreted in the historical context each event took place in. ",dont think canadian history story need rewritten interpreted historical context event took place,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
490,f30ab918-d3a2-4032-9ae8-994cecd04e59,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,"I don’t think that Canadian history, or the Canadian story, needs to be rewritten. I think it just needs to be interpreted in the historical context each event took place in. ",dont think canadian history story need rewritten interpreted historical context event took place,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
490,f30ab918-d3a2-4032-9ae8-994cecd04e59,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,"I don’t think that Canadian history, or the Canadian story, needs to be rewritten. I think it just needs to be interpreted in the historical context each event took place in. ",dont think canadian history story need rewritten interpreted historical context event took place,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
490,f30ab918-d3a2-4032-9ae8-994cecd04e59,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,"I don’t think that Canadian history, or the Canadian story, needs to be rewritten. I think it just needs to be interpreted in the historical context each event took place in. ",dont think canadian history story need rewritten interpreted historical context event took place,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
491,6eb5ef84-d5b8-4973-b541-ebd6a74801cd,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Proud true north strong and FREE,proud true north strong free,5,North & True & Strong & Free,"north, true, strong, free",POSITIVE,Miscellaneous / Other,north,1
491,6eb5ef84-d5b8-4973-b541-ebd6a74801cd,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Proud true north strong and FREE,proud true north strong free,5,North & True & Strong & Free,"north, true, strong, free",POSITIVE,Miscellaneous / Other, true,1
491,6eb5ef84-d5b8-4973-b541-ebd6a74801cd,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Proud true north strong and FREE,proud true north strong free,5,North & True & Strong & Free,"north, true, strong, free",POSITIVE,Miscellaneous / Other, strong,1
491,6eb5ef84-d5b8-4973-b541-ebd6a74801cd,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Proud true north strong and FREE,proud true north strong free,5,North & True & Strong & Free,"north, true, strong, free",POSITIVE,Miscellaneous / Other, free,1
492,a8f8009a-3125-4f9b-b672-13a5ff8d9667,Nova Scotia,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Somewhat connected,We muddled through and did well,muddled well,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Miscellaneous / Other,better,1
492,a8f8009a-3125-4f9b-b672-13a5ff8d9667,Nova Scotia,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Somewhat connected,We muddled through and did well,muddled well,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Hope & Future Outlook, tomorrow,1
492,a8f8009a-3125-4f9b-b672-13a5ff8d9667,Nova Scotia,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Somewhat connected,We muddled through and did well,muddled well,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Miscellaneous / Other, today,1
492,a8f8009a-3125-4f9b-b672-13a5ff8d9667,Nova Scotia,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Somewhat connected,We muddled through and did well,muddled well,13,Better & Tomorrow & Today & Improving,"better, tomorrow, today, improving",NEUTRAL,Growth & Prosperity, improving,1
493,e58eb9d3-21ac-46ee-b95a-d5a7c3ca21a0,Ontario,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),A little connected,"I think a good back cover tagline for it would be true north, strong and free because so much of our identity comes from that geographic location and so much of our history comes from that, and you really have to understand that in like my previous answer, I mentioned gentrification by wealthy immigrants. It's important that they understand where Canada comes from and and that we also as Canadians build our own strong. Economic safety net, not only safety net, but systems where Canadians can be born, grow old and die and have their children enjoy the same security in terms of social ascension, which it isn't really here now. It feels like we're kind of To free. Freedom is important, like I mentioned in another answer, economic freedom is important for making economic opportunity and prosperity, but true not's strong and free, we emphasize that freedom and also. The strength that we have. To make sure this freedom. Manifests in a way that's. That protects Canadians.",think good back cover saline would true north strong free much identity come geographic location history really understand like previous answer mentioned gentrification wealthy immigrant important canada also canadian build economic safety net system born grow old die child enjoy security term social accession feel kind freedom another making opportunity prosperity emphasize strength make sure manifest way protects,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
493,e58eb9d3-21ac-46ee-b95a-d5a7c3ca21a0,Ontario,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),A little connected,"I think a good back cover tagline for it would be true north, strong and free because so much of our identity comes from that geographic location and so much of our history comes from that, and you really have to understand that in like my previous answer, I mentioned gentrification by wealthy immigrants. It's important that they understand where Canada comes from and and that we also as Canadians build our own strong. Economic safety net, not only safety net, but systems where Canadians can be born, grow old and die and have their children enjoy the same security in terms of social ascension, which it isn't really here now. It feels like we're kind of To free. Freedom is important, like I mentioned in another answer, economic freedom is important for making economic opportunity and prosperity, but true not's strong and free, we emphasize that freedom and also. The strength that we have. To make sure this freedom. Manifests in a way that's. That protects Canadians.",think good back cover saline would true north strong free much identity come geographic location history really understand like previous answer mentioned gentrification wealthy immigrant important canada also canadian build economic safety net system born grow old die child enjoy security term social accession feel kind freedom another making opportunity prosperity emphasize strength make sure manifest way protects,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
493,e58eb9d3-21ac-46ee-b95a-d5a7c3ca21a0,Ontario,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),A little connected,"I think a good back cover tagline for it would be true north, strong and free because so much of our identity comes from that geographic location and so much of our history comes from that, and you really have to understand that in like my previous answer, I mentioned gentrification by wealthy immigrants. It's important that they understand where Canada comes from and and that we also as Canadians build our own strong. Economic safety net, not only safety net, but systems where Canadians can be born, grow old and die and have their children enjoy the same security in terms of social ascension, which it isn't really here now. It feels like we're kind of To free. Freedom is important, like I mentioned in another answer, economic freedom is important for making economic opportunity and prosperity, but true not's strong and free, we emphasize that freedom and also. The strength that we have. To make sure this freedom. Manifests in a way that's. That protects Canadians.",think good back cover saline would true north strong free much identity come geographic location history really understand like previous answer mentioned gentrification wealthy immigrant important canada also canadian build economic safety net system born grow old die child enjoy security term social accession feel kind freedom another making opportunity prosperity emphasize strength make sure manifest way protects,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
493,e58eb9d3-21ac-46ee-b95a-d5a7c3ca21a0,Ontario,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),A little connected,"I think a good back cover tagline for it would be true north, strong and free because so much of our identity comes from that geographic location and so much of our history comes from that, and you really have to understand that in like my previous answer, I mentioned gentrification by wealthy immigrants. It's important that they understand where Canada comes from and and that we also as Canadians build our own strong. Economic safety net, not only safety net, but systems where Canadians can be born, grow old and die and have their children enjoy the same security in terms of social ascension, which it isn't really here now. It feels like we're kind of To free. Freedom is important, like I mentioned in another answer, economic freedom is important for making economic opportunity and prosperity, but true not's strong and free, we emphasize that freedom and also. The strength that we have. To make sure this freedom. Manifests in a way that's. That protects Canadians.",think good back cover saline would true north strong free much identity come geographic location history really understand like previous answer mentioned gentrification wealthy immigrant important canada also canadian build economic safety net system born grow old die child enjoy security term social accession feel kind freedom another making opportunity prosperity emphasize strength make sure manifest way protects,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
494,80cd02b0-709d-45e9-9baa-549fd0a41cc6,British Columbia,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Strong and free,strong free,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other,free,1
494,80cd02b0-709d-45e9-9baa-549fd0a41cc6,British Columbia,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Strong and free,strong free,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, strong,1
494,80cd02b0-709d-45e9-9baa-549fd0a41cc6,British Columbia,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Strong and free,strong free,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, contribute,1
494,80cd02b0-709d-45e9-9baa-549fd0a41cc6,British Columbia,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Somewhat connected,Strong and free,strong free,4,Free & Strong & Contribute & Multitude,"free, strong, contribute, multitude",POSITIVE,Miscellaneous / Other, multitude,1
495,5ebf7a76-7c10-4e2f-bd9d-61182564c7dc,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada has always been a nation of change. The next decade will continue to embrace this tradition of progress and growth.,canada ha always nation change next decade continue embrace tradition progress growth,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
495,5ebf7a76-7c10-4e2f-bd9d-61182564c7dc,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada has always been a nation of change. The next decade will continue to embrace this tradition of progress and growth.,canada ha always nation change next decade continue embrace tradition progress growth,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
495,5ebf7a76-7c10-4e2f-bd9d-61182564c7dc,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada has always been a nation of change. The next decade will continue to embrace this tradition of progress and growth.,canada ha always nation change next decade continue embrace tradition progress growth,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
495,5ebf7a76-7c10-4e2f-bd9d-61182564c7dc,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Somewhat connected,Canada has always been a nation of change. The next decade will continue to embrace this tradition of progress and growth.,canada ha always nation change next decade continue embrace tradition progress growth,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
496,c0cc9084-5926-4992-94a7-f88a88e0523a,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Diversity united!,diversity united,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism,diversity,1
496,c0cc9084-5926-4992-94a7-f88a88e0523a,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Diversity united!,diversity united,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism, multicultural,1
